0,1,2,3,4,5,6,7,8,9,10,11,positive_labels
DRMxqdYCuBU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
DYx2BOBD5LE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
DfBLYvYJDqs,170.0,180.0,,/t/dd00031,,,,,,,,/t/dd00031
Dgw_bYzQqdQ,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
Dhqq9rKvglw,530.0,540.0,,/t/dd00031,,,,,,,,/t/dd00031
DopsS5Dd1Hw,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
DtOIL6ta47A,40.0,50.0,/t/dd00031,,,,,,,,,/t/dd00031
DztcZmNbEwk,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
E2u27gmIXz4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
ED-aY297myw,20.0,30.0,,/t/dd00031,,,,,,,,/t/dd00031
EFyeVqsQRcU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
EIuf5OgX0ek,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
E_l4asjEw9A,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
EqlF0TEdjNU,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
F4etQIDn5tQ,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
F7xgqWF24XE,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
FAi_TH8Stoc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FC9SbUEuUUs,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FLGy7oJqCOI,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
FLPDMXa5Qi0,190.0,200.0,/t/dd00031,,,,,,,,,/t/dd00031
FM_q8RtZvsY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
FNjTPrKudow,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
FOqMqjtPM4o,140.0,150.0,,/t/dd00031,,,,,,,,/t/dd00031
FU294rY-DPU,320.0,330.0,,/t/dd00031,,,,,,,,/t/dd00031
FWFli4m0n5E,21.0,31.0,,,,,/t/dd00031,,,,,/t/dd00031
FcfjvmIoC7A,40.0,50.0,/t/dd00031,,,,,,,,,/t/dd00031
FhaW-LGmrRw,40.0,50.0,,/t/dd00031,,,,,,,,/t/dd00031
FmqzfpwPITc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FqPO5nKYX54,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
FtNUxPFelOg,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
G5seZqO8lpw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
G9zTPnst33s,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
GCU-eIXT3ko,180.0,190.0,/t/dd00031,,,,,,,,,/t/dd00031
GKIYnEYd3Iw,180.0,190.0,,/t/dd00031,,,,,,,,/t/dd00031
GPPBTzk1ppA,60.0,70.0,,,/t/dd00031,,,,,,,/t/dd00031
GRYod4ZxK7k,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
GURe16CEl2w,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
GZBQ38rj5gg,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
GdqVrFADptc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
GeKC86e1kts,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
GibJKHFPKKA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
GkYsd0jMMqk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
Gmc_Wx7Ng28,30.0,40.0,,,,,,/t/dd00031,,,,/t/dd00031
GzhPFJOhQvg,570.0,580.0,,/t/dd00031,,,,,,,,/t/dd00031
GzzRKrlmlrA,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
H8UX7yRuaiM,560.0,570.0,,/t/dd00031,,,,,,,,/t/dd00031
HDY328Ra7Eg,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
HDbl5nfCUD4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
HN6HYEWUN-0,170.0,180.0,/t/dd00031,,,,,,,,,/t/dd00031
HPgh868iuCI,420.0,430.0,/t/dd00031,,,,,,,,,/t/dd00031
HZ6kI55NIdw,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HavsMFt7_ig,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HfCFuISo4Cs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Hn2mOmMHzn4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HqcZ75oplwg,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
HteiZIaj8vA,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
HxzdFNr17dc,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
I5yqOc2-evE,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
I9PiDlkHSkY,200.0,210.0,/t/dd00031,,,,,,,,,/t/dd00031
IC49KaxCcKA,40.0,50.0,,,,/t/dd00031,,,,,,/t/dd00031
ILzk9VCDC_g,90.0,100.0,,/t/dd00031,,,,,,,,/t/dd00031
IZgHGRzy2rI,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
IaxtzHOVt6E,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
IdqdosMtmjU,210.0,220.0,/t/dd00031,,,,,,,,,/t/dd00031
If6uMdAk7VM,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
IrB-UJG2b2g,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
IuYtwGLDozQ,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
IuzptCzZsno,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
J7DhpBLxDXU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
J7Kw8ycLb6w,360.0,370.0,,/t/dd00031,,,,,,,,/t/dd00031
JBSHq4fpZgk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
JCXQuMKhd9g,30.0,40.0,,,,,,/t/dd00031,/t/dd00032,,,/t/dd00031
JFjZLU3iSpI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
JQxGh8LfijI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
JRI6P1zvO-w,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
JWKQByZyg7c,7.0,17.0,,/t/dd00031,,,,,,,,/t/dd00031
JZe1-CmMtmQ,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
JqNU7UdhBHQ,110.0,120.0,/t/dd00031,,,,,,,,,/t/dd00031
Jqbb2qFWfLg,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
JrKjZvishkU,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
JxdPLIEfLIg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
K2YHkMOeBag,130.0,140.0,,,/t/dd00031,,,,,,,/t/dd00031
K53fNUTwz0o,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
KC97C7ALA6M,100.0,110.0,,/t/dd00031,,,,,,,,/t/dd00031
KDOBPZHTsAQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
KI7bwbqslrM,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
KJNpQ06QGzk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
KLXL0iVo1Ts,100.0,110.0,,/t/dd00031,,,,,,,,/t/dd00031
KSVM0d_NYjk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Kn1pfXphp-w,60.0,70.0,,,/t/dd00031,,,,,,,/t/dd00031
KquB0ssDOUg,14.0,24.0,/t/dd00031,,,,,,,,,/t/dd00031
KtCyyEYDctY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
KvWtXqz58TU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
KzajcML-L3E,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
L2Onmce_3b8,230.0,240.0,/t/dd00031,,,,,,,,,/t/dd00031
L3jJwBiY6io,30.0,40.0,,,,,/t/dd00031,/t/dd00032,,,,"/t/dd00031, /t/dd00032"
L8D1vmUPYY8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
LI4gQDBCpaA,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
LPmBRoINQYQ,580.0,590.0,/t/dd00031,,,,,,,,,/t/dd00031
Lc3D3MEH_T4,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
Lhk3iupw5KE,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Lk7j1mXHwIs,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
LrNDHVMIQ1A,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
Luh2oGNqALc,140.0,150.0,,/t/dd00031,,,,,,,,/t/dd00031
M4273khH2m4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
M4FO0JYcutA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
M4LUefTn_xw,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
MB-YKSqylTo,0.0,10.0,,/t/dd00031,,,,,,,,/t/dd00031
MMP97miqDuk,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
MWe8144BcrY,0.0,10.0,/t/dd00031,,,,,,,,,/t/dd00031
Mjutm33QgHM,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
Mxivhc-xd6s,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
N-SWN7u3R2Y,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
N2bMUF8hxKg,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
N2mfEuJd0Rw,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
NAEriKozxOs,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
NHk_cMGG0Ec,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
NP4hvgFy1c0,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
NX_dcphFMC8,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
NYu4935cfoY,18.0,28.0,/t/dd00031,,,,,,,,,/t/dd00031
NenAIIHTSno,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
NmXVAGQATvk,120.0,130.0,,,/t/dd00031,,,,,,,/t/dd00031
Nqt5GNZDFqk,170.0,180.0,,,/t/dd00031,,,,,,,/t/dd00031
O-nZMHd-05k,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
O2Cxy0wHhkA,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
O3qZgmAvve4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
OEwMzKNtt_U,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
OGk6YuK6rU8,0.0,10.0,/t/dd00031,,,,,,,,,/t/dd00031
OMDCd-ySCZU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
OMM00wZBmN4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
ORUJAL0Tx7g,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
O_4xokTM-Wc,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
OeVUBZyPh3w,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
OmvpgEwwfOQ,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
OrGRYiMuEB4,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
OwV9izKdbi4,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
P0EWA4zhlv8,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
P7k5h4e-1WM,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
P9MvfZQJskI,50.0,60.0,,/t/dd00031,,,,,,,,/t/dd00031
-JvB5AL59fM,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
-wymN80CiYU,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
02Fdq2tyIWI,0.0,10.0,/t/dd00031,,,,,,,,,/t/dd00031
07FxCXxknY4,30.0,40.0,,,,,,/t/dd00031,,,,/t/dd00031
0KCVgexi4yU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
2M9GSksX_ho,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
2U8Dvh7nwFI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
2kcSUBkFbaQ,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
32C6w8V7TX8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
3nGCfxJsVZ0,150.0,160.0,,/t/dd00031,,,,,,,,/t/dd00031
4AejyFDHP_k,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
4Bc9OoagYmo,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
4PNPgaLKFlc,150.0,160.0,/t/dd00031,,,,,,,,,/t/dd00031
5RugptvDFlw,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
5ZpVhmhVYoI,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
5fPxUI0Fl-4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
6-CMq6xw0fg,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
6N1LWG4aztA,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
7WZwlOrRELI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
8CkOFi2kqTM,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
9Qd6AdTq3Ls,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9ZryMX2UtAo,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
A9ECxUIqw6s,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AGsMCWB1tTk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AKI0VrXEDww,190.0,200.0,,/t/dd00031,,,,,,,,/t/dd00031
CulCU9U_RFA,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
Ddi6TwJ23-s,80.0,90.0,,,/t/dd00031,,,,,,,/t/dd00031
E1BCi5hRUUs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
IWbe-NSK6Ic,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
KpRHRh9PaRU,330.0,340.0,/t/dd00031,,,,,,,,,/t/dd00031
KzydTOkZty8,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
L0oun9F67tg,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
N_Wx35sNqdM,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
OshyhWVquA0,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
PE1ges9nn6A,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
TFLt7mn57ZI,0.0,10.0,/t/dd00031,,,,,,,,,/t/dd00031
Ukb1BnEG49M,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
Vr7wbGcvFts,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
XUD-9HkQuTE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
Z2D-CoLGROc,380.0,390.0,,/t/dd00031,,,,,,,,/t/dd00031
ZSHm7FdyxpQ,30.0,40.0,,,,,,,/t/dd00031,,,
ZbdmiykoJm8,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
ao-TFiShaWU,120.0,130.0,,,,,,,/t/dd00031,,,
e2tZmQI8ICw,230.0,240.0,/t/dd00031,,,,,,,,,/t/dd00031
eQHQWb6FCio,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
euAQCWBX6ns,40.0,50.0,/t/dd00031,,,,,,,,,/t/dd00031
gBuLpP4klvI,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
kka6zUtE3h8,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
ksImihlU3qM,30.0,40.0,/t/dd00031,/t/dd00032,,,,,,,,"/t/dd00031, /t/dd00032"
lV0-LMVpZLg,40.0,50.0,,,/t/dd00031,,,,,,,/t/dd00031
nBSMh7pgn2o,170.0,180.0,/t/dd00031,,,,,,,,,/t/dd00031
nt2rvdC75uY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
o-xlfN7kkOA,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
oSg1VJHiPOE,10.0,20.0,,,/t/dd00031,,,,,,,/t/dd00031
rGEJVUcFA2U,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
rOn6IPrdXUo,80.0,90.0,,/t/dd00031,,,,,,,,/t/dd00031
wBozBh7BR6k,150.0,160.0,/t/dd00031,,,,,,,,,/t/dd00031
xFHF_1FhtIo,110.0,120.0,/t/dd00031,,,,,,,,,/t/dd00031
zBxJvLTe2WQ,20.0,30.0,,,,,/t/dd00031,,,,,/t/dd00031
-8wQV7VJnmM,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
-jpbCWcz2pk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
-mA_bqD1tgU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
0khKvVDyYV4,240.0,250.0,,/t/dd00031,,,,,,,,/t/dd00031
0lIETNZ_7sg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
0rNr_qnoPQ4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
0vm7UpkSOnk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
1-dMI6S5rLs,21.0,31.0,/t/dd00031,,,,,,,,,/t/dd00031
1O4LpU7HggY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
1Rd1w7Ty1ak,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
2JNY2SaMk7s,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
2ctgUIqyaBk,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
2zrPFxxT1VM,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
3Bqu2Y8RZq4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
3C-5_z01Olc,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
3IYd8cCmUkQ,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
3VEMHWnewuc,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
3cjvSCrR51E,30.0,40.0,,,,,/t/dd00031,/t/dd00035,,,,"/t/dd00031, /t/dd00035"
7RtQpW2dSU4,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
7qaDquMlJzY,30.0,40.0,/t/dd00031,/t/dd00034,,,,,,,,"/t/dd00031, /t/dd00034"
8Yt55huZGZc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9MX842-iIuU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9QYo50tFm6w,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9uToez74x_M,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
9zmQwBUFwd4,0.0,10.0,,,/t/dd00031,,,,,,,/t/dd00031
BzM0qok5Cns,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
DACxW2-_UD0,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
EremEyLrdUY,170.0,180.0,/t/dd00031,,,,,,,,,/t/dd00031
I7W6-6LSQ8Y,28.0,38.0,/t/dd00031,,,,,,,,,/t/dd00031
KDuusOmEMHg,160.0,170.0,,/t/dd00031,,,,,,,,/t/dd00031
O1EmHJyz5ds,30.0,40.0,/t/dd00031,/t/dd00034,,,,,,,,"/t/dd00031, /t/dd00034"
PQXYWc3JHhU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
PavuiNqxVZE,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
Q8X6geEBR2o,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
RQ0-sjpAPKU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
RSmNh8gfqg8,240.0,250.0,,,/t/dd00031,,,,,,,/t/dd00031
Ur8O3h8S0K4,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
_6uP5AkskmE,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
ar4YQ_DOcyk,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
bf8JlTKzOs8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
bxF2vxTzlvo,180.0,190.0,/t/dd00031,,,,,,,,,/t/dd00031
hrCf8rMBtA8,70.0,80.0,,/t/dd00031,,,,,,,,/t/dd00031
kjmmzA6i5rk,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
miolIDLT1MY,90.0,100.0,,/t/dd00031,,,,,,,,/t/dd00031
mlpTCec4igo,90.0,100.0,,,/t/dd00031,,,,,,,/t/dd00031
nYO8n62Piys,70.0,80.0,,,/t/dd00031,,,,,,,/t/dd00031
pHFHsubQVpg,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
pbVYSktQ5jE,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
piyYJ2l_h8Q,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
qDSvHlHbAqM,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
qo1-C_4kBQo,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
r1W1z_31Obw,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
sJzb2AhqkSg,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
suX7Cri4kAo,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
svNayU6q3Dg,20.0,30.0,,/t/dd00031,,,,,,,,/t/dd00031
sytdnmy0sRs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
t5P_HJrrD64,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
tU-6-gDelBE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
tUZB_Xf1m6k,270.0,280.0,,/t/dd00031,,,,,,,,/t/dd00031
tnDUwvxQU3k,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
zTtZH-Q61Ik,160.0,170.0,,/t/dd00031,,,,,,,,/t/dd00031
